853,150,"2012-09-03 08:12:19.230",GB
855,47,"2012-06-30 17:50:04.173",SE
857,111,"2012-09-18 19:13:35.510",GB
858,129,"2012-11-15 19:52:25.137",GB
861,47,"2012-08-19 08:17:11.367",GB
862,213,"2012-05-14 20:45:52.277",GB
864,429,"2012-04-11 12:57:25.613",RU
873,200,"2012-11-23 14:22:36.310",IE
880,200,"2012-06-20 16:53:26.507",FR
888,47,"2012-07-04 18:41:44.477",GB
892,500,"2012-05-13 12:39:47.660",IT
895,47,"2012-06-19 08:13:46.627",NO
905,432,"2012-05-22 16:51:39.667",GB
907,499,"2012-04-15 13:46:56.300",GB
908,247,"2013-03-10 14:39:37.607",GB
917,129,"2012-09-18 11:57:07.767",GB
928,47,"2012-07-14 02:53:25.233",GB
933,150,"2012-08-26 11:16:12.747",GB
936,200,"2012-11-07 19:16:39.770",GB
953,402,"2012-07-02 22:00:51.967",US
954,200,"2012-09-04 10:45:48.397",GB
967,200,"2013-01-27 12:05:56.580",GB
970,300,"2012-04-13 12:23:31.883",GB
977,432,"2012-11-06 18:19:34.787",GB
979,200,"2013-05-18 14:44:49.833",GB
985,200,"2012-05-28 15:01:59.910",US
986,200,"2012-11-14 15:16:39.360",CH
995,200,"2012-11-21 11:04:40.293",GB
997,200,"2013-03-06 22:01:42.383",GB
1001,200,"2013-01-01 16:37:43.157",GB
1004,200,"2012-10-31 15:54:53.743",GB
1016,404,"2012-07-25 16:17:53.050",GB
1018,47,"2012-06-16 18:14:47.837",GB
1019,432,"2012-06-29 20:45:17.630",FI
1020,391,"2012-06-17 15:38:41.023",KR
1021,499,"2012-04-23 11:11:22.593",GB
1024,404,"2012-11-23 21:07:52.183",GB
1026,200,"2012-06-28 13:17:32.467",GB
1028,125,"2012-09-16 13:51:11.380",GB
1029,404,"2012-11-13 17:38:11.707",GB
1031,11,"2012-09-26 16:18:31.717",GB
1034,377,"2012-06-11 11:50:07.790",GB
1038,200,"2012-04-25 07:56:06.283",GB
1044,47,"2012-07-15 15:53:35.557",GB
1045,200,"2012-11-02 23:10:48.867",GB
1051,500,"2012-04-27 00:59:11.343",GB
1058,500,"2012-11-05 10:21:43.743",GB
1059,456,"2012-09-19 09:04:04.377",GB
1067,247,"2013-07-13 11:30:02.563",GB
1069,75,"2012-04-11 15:01:09.557",GB
1077,404,"2012-11-03 13:27:56.337",GB
1078,92,"2012-07-03 09:36:58.423",FI
1079,180,"2012-09-17 12:55:28.217",GB
1080,404,"2012-08-01 15:11:11.433",GB
1081,16,"2012-08-03 11:00:10.750",GB
1086,200,"2013-07-26 09:56:11.777",GB
1087,200,"2012-04-17 23:58:36.723",AU
1096,200,"2012-04-09 15:20:36.453",GB
1098,200,"2013-03-19 19:46:23.270",GB
1105,86,"2012-04-18 21:02:57.870",US
1112,36,"2012-04-11 20:52:03.210",GB
1114,500,"2012-05-16 12:18:23.717",GB
1115,200,"2012-05-02 09:44:40.677",GB
1151,11,"2013-07-15 10:28:17.607",GB
1152,494,"2012-07-19 16:41:09.347",ES
1169,200,"2012-06-12 14:47:32.150",GB
1170,200,"2012-09-11 00:16:40.247",SE
1185,500,"2012-04-12 13:31:46.397",GB
1188,499,"2012-09-09 18:34:32.803",GB
1194,3,"2012-07-16 17:09:43.383",GB
1195,436,"2013-04-10 13:57:49.607",DE
1196,200,"2012-04-09 18:52:48.783",GB
1200,392,"2012-08-04 07:43:12.507",DE
1208,328,"2012-08-30 21:01:39.423",GB
1213,25,"2012-07-05 21:06:26.513",GB
1215,200,"2012-07-01 14:01:53.300",GB
1220,150,"2012-09-30 09:10:13.940",GB
1222,47,"2013-05-12 21:47:38.067",GB
1223,200,"2012-06-04 11:43:35.233",GB
1224,200,"2012-06-25 17:53:32.643",GB
1233,365,"2012-05-08 11:12:25.987",GB
1241,47,"2012-07-22 21:00:57.830",GB
1242,115,"2013-06-18 10:36:32.393",GB
1246,200,"2012-04-25 11:52:45.983",FR
1248,175,"2012-05-24 17:55:52.187",GB
1254,200,"2012-09-18 09:59:15.573",GB
1265,59,"2012-05-31 14:08:57.220",GB
1266,200,"2012-09-24 12:52:38.553",GB
1270,214,"2013-06-18 18:40:23.157",GB
1275,98,"2012-05-03 11:07:40.277",NO
1279,417,"2012-07-05 21:02:02.723",SE
1280,200,"2012-07-08 22:12:37.593",GB
1292,387,"2012-11-13 10:35:47.460",GB
1299,200,"2012-09-09 16:03:53.060",DK
1311,3,"2012-04-20 15:25:08.110",GB
1313,500,"2012-10-23 11:42:09.090",GB
1315,404,"2012-05-08 10:53:09.820",GB
1318,432,"2012-07-08 21:06:36.060",GB
1320,432,"2013-02-05 16:18:18.780",GB
1322,250,"2012-08-12 12:59:24.593",GB
1330,200,"2012-09-04 19:46:13.397",GB
1336,391,"2012-11-23 22:35:37.967",IT
1344,281,"2012-08-17 17:08:02.150",DE
1347,200,"2012-05-21 19:47:11.967",GB
1348,432,"2012-05-15 12:05:55.403",GB
1352,404,"2012-08-22 15:58:51.300",GB
1356,200,"2012-05-07 17:25:26.430",FR
1366,389,"2012-06-26 10:16:26.633",GB
1374,396,"2012-04-17 18:22:23.800",GB
1377,438,"2012-04-11 13:01:59.393",GB
1386,432,"2012-04-23 21:20:38.890",GB
1388,133,"2012-06-14 14:03:55.123",GB
1393,200,"2012-11-12 23:18:21.717",HR
1394,200,"2012-09-10 15:50:16.327",GB
1404,200,"2012-06-15 16:53:29.873",GB
1414,391,"2012-08-17 23:52:01.050",GB
1417,264,"2012-07-15 21:39:02.450",GB
1426,391,"2012-05-29 13:54:13.973",IT
1436,482,"2012-05-16 19:38:01.877",GB
1437,494,"2012-06-17 23:34:18.667",GB
1444,92,"2012-09-24 14:29:07.710",GB
1446,428,"2012-11-19 18:32:12.843",GB
1461,200,"2012-08-20 14:58:49.783",DE
1468,200,"2012-06-23 16:08:29.353",GB
1471,404,"2012-09-02 15:29:59.430",US
1472,137,"2012-04-15 18:43:26.867",GB
1473,122,"2012-11-05 13:11:36.423",GB
1481,200,"2012-10-03 11:26:56.030",GB
1484,62,"2012-06-21 21:38:25.523",GB
1487,387,"2012-04-21 19:39:31.010",GB
1488,497,"2012-07-06 09:48:46.693",NL
1489,387,"2013-04-17 10:14:18.497",GB
1492,438,"2012-06-12 17:34:53.687",GB
1493,406,"2012-07-02 15:43:02.367",GB
1496,200,"2012-06-19 15:03:27.943",GB
1498,200,"2012-09-13 08:11:41.247",GB
1503,492,"2012-07-04 15:08:11.903",GB
1516,200,"2012-10-25 20:01:41.480",GB
1523,200,"2012-06-08 08:23:06.280",US
1525,263,"2012-11-24 20:08:41.827",GB
1527,200,"2012-08-23 18:18:17.877",GB
1532,200,"2012-06-17 19:51:40.403",GB
1535,387,"2012-09-10 19:26:06.170",GB
1541,391,"2012-05-08 10:54:08.653",GB
1543,200,"2012-07-16 14:14:08.387",GB
1550,47,"2012-08-10 00:29:39.600",GB
1551,200,"2012-08-20 06:15:18.207",US
1555,129,"2012-06-17 09:33:31.413",GB
1558,200,"2012-04-27 20:51:08.190",GB
1561,392,"2012-09-13 16:22:04.197",FR
1566,391,"2012-05-03 22:08:05.593",AU
1582,200,"2012-07-03 12:56:45.997",GB
1595,404,"2012-05-29 21:52:48.493",GB
1596,51,"2012-10-23 20:59:29.433",GB
1597,11,"2012-08-12 17:54:12.320",GB
1600,122,"2012-07-30 10:46:57.370",GB
1602,200,"2012-12-03 20:24:45.203",GB
1609,482,"2012-11-22 12:31:13.110",GB
1615,200,"2012-11-25 17:37:09.243",GB
1618,247,"2012-05-02 09:15:22.487",GB
1619,391,"2012-10-23 15:07:53.103",GB
1624,387,"2013-05-10 23:06:11.773",DE
1635,200,"2012-04-11 20:27:35.940",GB
1641,432,"2012-10-04 11:23:51.670",GB
1644,391,"2012-04-05 15:39:15.303",GB
1648,404,"2012-07-20 17:39:48.347",GB
1656,432,"2012-05-02 07:49:33.413",GB
1657,200,"2012-09-09 18:35:47.613",GB
1666,391,"2013-04-04 13:04:30.247",GB
1669,377,"2012-04-24 14:41:44.753",FI
1674,200,"2012-08-01 01:03:23.130",GB
1681,385,"2012-05-12 11:15:45.377",GB
1684,404,"2012-04-30 20:11:22.117",GB
1685,254,"2013-06-06 13:06:43.037",DE
1687,47,"2012-08-22 18:01:01.953",FR
1693,150,"2012-07-11 10:22:46.107",FR
1694,9,"2012-12-21 13:57:40.160",DE
1703,432,"2012-04-17 13:43:35.400",GB
1721,47,"2013-04-17 14:44:45.953",IT
1724,200,"2012-07-23 22:12:52.483",IT
1736,200,"2012-07-27 15:31:16.080",PT
1737,339,"2012-10-17 17:01:31.230",GB
1738,47,"2012-11-15 23:30:12.747",US
1745,200,"2012-04-23 20:28:08.550",GB
1750,47,"2012-09-05 17:22:05.963",FR
1752,328,"2012-06-07 19:25:29.153",DK
1753,11,"2013-01-23 14:29:52.050",GB
1756,369,"2012-05-16 08:37:47.877",DE
1757,47,"2012-07-12 17:55:18.627",FI
1761,494,"2012-11-30 15:26:50.710",GB
1772,200,"2012-08-23 20:50:12.513",GB
1775,200,"2012-11-23 07:44:00.690",GB
1788,150,"2012-11-12 14:14:17.873",AU
1790,200,"2012-07-03 10:34:16.817",GB
1791,95,"2012-05-15 13:22:10.410",GB
1803,453,"2012-09-02 12:03:31.913",GB
1804,47,"2012-07-18 16:16:38.400",GB
1807,494,"2012-07-11 14:23:09.377",GB
1813,200,"2012-05-13 19:45:28.260",GB
1815,125,"2012-09-16 02:03:18.940",GB
1817,500,"2012-06-12 18:33:16.153",GB
1821,278,"2012-10-31 17:19:05.397",GB
1825,200,"2012-04-19 23:24:04.323",GB
1829,389,"2012-04-23 18:42:33.263",GB
1831,200,"2012-11-09 13:10:35.073",GB
1832,438,"2012-06-24 17:59:14.803",GB
1833,464,"2012-07-11 17:00:47.937",GB
1834,164,"2012-07-31 22:01:35.840",GB
1838,404,"2012-05-22 12:19:11.883",FR
1842,432,"2012-06-28 12:49:30.980",GB
1843,164,"2012-09-06 13:47:22.063",GB
1849,47,"2012-07-11 21:53:45.157",GB
1854,297,"2012-08-07 15:06:53.890",GB
1856,500,"2012-12-13 13:43:13.917",GB
1861,216,"2012-07-30 19:28:36.960",GB
1867,481,"2012-04-18 15:30:45.497",GB
1869,432,"2012-04-18 12:41:48.047",GB
1870,200,"2013-02-06 13:37:50.757",HU
1879,333,"2012-05-01 20:34:24.547",GB
1881,404,"2013-05-05 17:43:51.867",GB
1885,164,"2012-08-20 14:55:44.513",GB
1886,39,"2013-01-29 15:55:49.130",GB
1888,439,"2012-04-16 17:19:02.140",GB
1892,404,"2012-06-29 23:19:11.370",GB
1893,200,"2012-05-20 09:28:49.893",GB
1899,391,"2012-04-17 22:15:44.110",GB
1901,391,"2012-06-22 20:09:10.350",GB
1902,11,"2012-07-18 08:03:49.560",GB
1907,185,"2012-07-17 21:00:35.527",HK
1910,175,"2013-05-22 17:21:48.147",GB
1911,391,"2012-10-04 12:47:20.397",GB
1913,74,"2012-08-04 12:16:54.450",ES
1914,11,"2012-07-03 19:17:28.730",GB
1915,200,"2012-04-02 09:55:17.447",GB
1921,47,"2012-08-01 18:00:40.720",GB
1925,59,"2012-11-23 13:22:57.217",GB
1926,371,"2012-05-11 23:36:31.150",GB
1931,39,"2013-02-04 13:52:25.513",GB
1935,391,"2012-09-24 21:13:06.323",GB
1940,448,"2012-09-21 12:30:21.180",GB
1943,228,"2013-06-03 14:19:43.813",GB
1947,432,"2012-09-01 08:43:37.580",AT
1949,432,"2012-04-08 21:58:34.743",GB
1955,490,"2012-06-13 10:41:46.580",GB
1959,200,"2012-05-29 19:05:50.323",DK
1964,95,"2012-06-12 10:12:54.497",GB
1972,47,"2012-04-18 08:43:57.157",GB
1982,11,"2012-04-11 16:04:08.667",GB
1989,200,"2012-06-26 12:04:01.213",GB
1996,217,"2012-06-18 12:42:29.407",GB
1998,200,"2012-05-13 17:55:06.017",GB
1999,200,"2012-06-03 17:52:43.033",GB
2003,200,"2012-07-17 11:29:24.423",GB
2023,404,"2012-07-23 12:55:37.640",GB
2046,192,"2012-09-01 16:51:19.093",ES
2056,500,"2013-05-08 11:17:43.733",RU
2058,200,"2012-05-16 11:27:12.017",GB
2063,129,"2012-06-07 19:52:30.953",GB
2070,500,"2012-10-07 17:31:07.540",BE
2072,200,"2012-07-13 18:48:30.007",GB
2077,200,"2012-12-03 23:54:41.967",GB
2080,247,"2012-07-08 18:04:14.147",GB
2102,200,"2012-07-31 17:43:18.913",GB
2104,316,"2012-09-19 15:16:34.037",GB
2106,202,"2012-05-07 16:09:23.163",GB
2115,11,"2012-04-26 16:45:52.983",DE
2118,432,"2012-07-14 21:54:53.537",GB
2123,404,"2012-12-10 22:15:49.280",GB
2129,264,"2012-04-27 17:25:57.870",GB
2157,333,"2012-08-29 14:42:42.443",GB
2166,499,"2012-06-07 10:43:35.293",GB
2167,175,"2012-06-18 20:22:07.763",DE
2168,404,"2012-06-27 10:43:49.273",AU
2174,377,"2012-11-21 00:03:34.943",GB
2178,451,"2012-07-17 10:59:05.117",ES
2185,47,"2012-04-18 21:22:39.123",GB
2188,77,"2012-09-11 11:34:12.850",GB
2197,199,"2012-08-29 08:07:36.543",GB
2200,200,"2012-07-11 21:20:51.770",GB
2201,299,"2012-11-10 17:29:58.017",GB
2204,404,"2012-08-08 21:06:31.280",GB
2210,156,"2013-02-03 13:38:19.853",GB
2214,200,"2012-08-04 01:03:30.607",GB
2217,402,"2012-10-03 06:14:09.313",AT
2218,189,"2012-09-30 13:52:37.290",GB
2219,325,"2012-09-21 09:26:38.423",GB
2220,122,"2012-06-01 17:50:20.780",GB
2230,392,"2012-06-04 15:55:54.303",GB
2232,391,"2012-07-06 20:13:32.370",GB
2238,200,"2012-06-01 11:34:55.313",GB
2240,387,"2012-08-03 17:15:08.110",GB
2245,500,"2012-09-08 11:55:47.203",GB
2246,199,"2012-09-08 16:43:34.647",IT
2249,46,"2012-11-11 20:54:44.767",GB
2256,387,"2012-04-03 01:18:57.530",GB
2257,104,"2012-12-07 22:52:04.493",IE
2263,47,"2012-09-23 20:59:14.880",GB
2265,20,"2012-05-23 22:59:31.810",GB
2266,404,"2012-06-16 23:01:24.557",GB
2270,153,"2012-04-26 07:14:20.760",GB
2286,150,"2012-09-10 00:46:03.523",GB
2287,428,"2012-11-12 16:31:52.347",GB
2299,186,"2012-06-22 15:57:13.777",ES
2306,200,"2012-06-07 22:01:23.763",GB
2308,439,"2012-07-29 09:59:53.737",GB
2312,500,"2012-10-03 20:16:57.530",GB
2319,389,"2013-01-01 18:03:36.903",FR
2320,278,"2012-07-19 18:10:54.723",GB
2326,36,"2012-09-28 11:48:53.333",GB
2327,432,"2012-07-27 18:00:27.393",IT
2328,391,"2012-06-27 01:05:49.200",GB
2341,381,"2012-11-19 09:28:12.397",GB
2342,377,"2012-04-09 16:46:16.487",GB
2343,300,"2012-05-14 18:39:53.913",GB
2350,499,"2012-10-24 16:49:29.377",GB
2352,228,"2012-04-04 15:06:12.693",GB
2355,200,"2013-06-21 15:24:58.027",GB
2357,200,"2012-06-08 13:34:01.577",GB
2365,200,"2012-04-27 13:57:30.663",GB
2371,200,"2012-04-07 13:57:37.747",GB
2374,189,"2012-11-20 16:16:24.277",GB
2375,200,"2012-07-07 13:28:18.090",GB
2381,309,"2012-11-22 15:42:11.770",HU
2396,500,"2013-01-23 15:43:35.207",GB
2398,200,"2012-11-04 21:47:30.840",NL
2414,395,"2013-02-04 13:29:38.220",GB
2418,404,"2012-10-02 08:37:48.580",GB
2422,392,"2012-05-21 20:31:25.840",AU
2424,200,"2012-05-30 16:32:35.863",GB
2430,398,"2012-07-19 11:04:00.533",GB
2432,200,"2012-07-02 08:41:34.453",GB
2434,404,"2012-05-01 18:53:23.047",GB
2435,200,"2013-01-01 15:39:02.400",GB
2439,47,"2012-08-20 23:57:07.257",GB
2440,200,"2012-05-24 09:20:41.550",DE
2443,200,"2012-07-19 15:59:40.947",GB
2447,164,"2012-06-30 11:26:48.527",GB
2448,77,"2013-02-06 19:14:38.047",GB
2455,408,"2012-11-20 20:08:25.377",GB
2456,2,"2012-06-08 20:36:00.220",GB
2468,26,"2012-07-15 19:12:41.910",GB
2470,104,"2012-06-27 11:57:56.200",GB
2473,3,"2012-05-21 12:23:13.277",GB
2475,391,"2012-04-28 19:53:03.687",FI
2477,200,"2012-09-13 07:42:21.507",US
2481,200,"2012-07-07 02:27:10.830",GB
2482,391,"2012-05-29 21:24:00.830",GB
2488,499,"2012-04-04 14:23:44.830",GB
2501,164,"2012-12-12 14:04:42.820",GB
2510,404,"2012-08-13 20:37:30.253",NO
2522,300,"2012-08-26 13:12:37.180",GB
2525,369,"2012-04-30 19:05:04.210",FR
2528,200,"2012-10-10 10:15:28.517",GB
2535,432,"2012-04-11 19:44:35.100",GB
2542,47,"2013-01-03 21:30:26.697",GB
2544,59,"2012-06-11 12:45:32.637",RU
2545,47,"2012-11-10 10:40:20.783",GB
2548,500,"2012-08-08 20:56:16.587",GB
2551,499,"2012-05-06 01:33:13.540",GB
2560,11,"2012-05-29 22:30:20.163",GB
2562,328,"2012-11-04 18:03:19.803",GB
2567,404,"2012-04-11 18:01:17.473",GB
2568,200,"2012-04-03 17:45:49.307",SE
2570,399,"2012-08-16 10:38:45.267",DE
2573,200,"2013-01-21 22:04:08.770",GB
2576,47,"2012-05-10 22:18:11.633",SE
2577,200,"2012-09-30 15:06:40.600",GB
2579,117,"2012-08-04 14:26:50.433",GB
2586,11,"2012-08-31 06:43:35.620",GB
2587,200,"2013-01-09 11:59:09.907",GB
2590,200,"2012-10-31 22:21:48.300",GB
2593,404,"2012-06-11 12:54:29.160",GB
2594,346,"2012-04-12 21:37:39.967",DE
2603,73,"2012-05-01 11:16:02.853",GB
2607,117,"2012-07-30 13:45:19.350",GB
2610,449,"2012-04-16 06:37:02.433",GB
2618,402,"2012-06-27 16:19:08.590",GB
2622,200,"2012-06-19 11:29:22.870",GB
2631,200,"2012-07-22 11:56:28.033",RU
2636,47,"2012-06-07 08:36:21.030",GB
2637,500,"2012-08-22 17:54:31.383",SI
2642,200,"2013-01-16 18:28:44.010",GB
2659,200,"2012-08-02 09:46:00.393",GB
2660,74,"2013-02-21 23:55:22.533",GB
2661,47,"2012-04-20 11:03:00.867",GB
2663,389,"2012-08-16 19:19:44.633",GB
2666,402,"2012-09-02 12:19:32.003",GB
2667,200,"2012-04-06 10:53:39.497",JE
2671,200,"2012-07-29 21:38:48.343",GB
2684,278,"2012-10-24 17:24:49.747",AU
2693,200,"2012-11-15 22:26:50.070",GB
2694,200,"2013-05-22 02:19:41.960",DE
2699,389,"2012-04-07 14:21:31.307",FR
2700,192,"2012-09-05 14:25:43.853",GB
2716,20,"2012-05-21 16:45:24.267",GB
2721,500,"2012-05-09 09:15:10.830",DE
2729,12,"2012-06-23 19:01:53.780",GB
2733,200,"2012-09-03 23:48:14.223",GB
2735,200,"2012-12-11 18:55:26.717",GB
2739,392,"2012-08-02 19:08:45.557",GB
2745,200,"2012-05-14 10:56:39.660",GB
2750,200,"2012-08-26 21:16:43.910",AU
2751,200,"2012-08-09 16:25:28.440",GB
2753,59,"2012-09-03 16:07:44.990",DE
2760,432,"2012-05-22 08:34:05.100",GB
2766,392,"2012-04-13 10:42:13.123",GB
2771,433,"2012-05-08 16:40:29.723",GB
2778,129,"2013-01-14 15:52:59.890",FR
2781,500,"2012-04-24 11:56:01.053",ES
2782,463,"2012-10-01 12:34:02.827",AU
2794,11,"2012-07-03 12:53:06.710",GB
2796,200,"2012-10-01 17:53:10.303",GB
2797,338,"2012-05-22 21:32:50.923",GB
2801,200,"2012-08-26 18:24:59.503",ES
2811,432,"2013-06-15 17:26:57.133",GB
2813,406,"2012-07-02 19:01:01.203",DK
2817,429,"2012-10-02 11:23:37.963",IE
2823,180,"2012-11-25 23:22:51.047",GB
2825,200,"2012-04-06 09:55:11.387",GB
2826,425,"2013-01-31 13:53:52.507",GB
2832,429,"2012-07-15 12:51:13.887",GB
2833,200,"2013-03-02 08:24:12.093",MD
2838,200,"2012-07-05 17:06:50.660",GB
2845,200,"2012-04-01 17:57:06.797",GB
2851,456,"2012-07-09 18:45:43.900",GB
2855,432,"2012-09-12 10:42:12.840",GB
2856,200,"2013-04-22 17:45:59.010",DE
2864,392,"2012-06-14 16:07:00.360",GB
2866,264,"2013-05-29 21:41:58.417",GB
2867,404,"2012-05-28 14:39:49.640",GB
2870,404,"2013-03-06 18:50:13.203",GB
